id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,geometry,flag
18447,2022-08-01 10:45:34,2022-08-01 10:45:37,2022-08-01 10:45:34,2022-07-30 11:42:10,113.99783300000001,22.610210000000002,22,338,42170.0,2,0,13,0,POINT (113.997833 22.61021),2_13
18447,2022-08-01 10:45:34,2022-08-01 10:45:37,2022-08-01 10:45:34,2022-07-30 11:42:10,113.99783300000001,22.610210000000002,22,338,42170.0,2,0,13,0,POINT (113.997833 22.61021),2_13
8421,2022-08-01 10:45:41,2022-08-01 10:45:41,2022-08-01 10:45:41,2022-08-01 07:19:03,113.99825200000001,22.609384,23,164,65969.8,1,1,1,374,POINT (113.998252 22.609384),1_1
8330,2022-08-01 10:45:46,2022-08-01 10:45:47,2022-08-01 10:45:46,2022-08-01 06:51:48,113.99164499999999,22.603305,18,312,70677.2,1,1,13,170,POINT (113.991645 22.603305),1_13
8371,2022-08-01 10:45:46,2022-08-01 10:45:49,2022-08-01 10:45:46,2022-08-01 06:55:55,113.99198100000001,22.601032,14,344,74790.3,2,1,1,373,POINT (113.991981 22.601032),2_1
8371,2022-08-01 10:45:46,2022-08-01 10:45:49,2022-08-01 10:45:46,2022-08-01 06:55:55,113.99198100000001,22.601032,14,344,74790.3,2,1,1,373,POINT (113.991981 22.601032),2_1
8411,2022-08-01 10:45:46,2022-08-01 10:45:50,2022-08-01 10:45:46,2022-08-01 06:50:11,113.99576499999999,22.602923999999998,23,89,51260.8,1,0,6,203,POINT (113.995765 22.602924),1_6
8411,2022-08-01 10:45:50,2022-08-01 10:45:53,2022-08-01 10:45:50,2022-08-01 06:50:11,113.99600900000002,22.602928,23,88,51260.8,1,1,6,178,POINT (113.996009 22.602928),1_6
8411,2022-08-01 10:45:50,2022-08-01 10:45:53,2022-08-01 10:45:50,2022-08-01 06:50:11,113.99600900000002,22.602928,23,88,51260.8,1,1,6,178,POINT (113.996009 22.602928),1_6
8330,2022-08-01 10:45:54,2022-08-01 10:45:55,2022-08-01 10:45:54,2022-08-01 06:51:48,113.991371,22.603494,17,276,70677.3,1,1,13,170,POINT (113.991371 22.603494),1_13
18447,2022-08-01 10:45:52,2022-08-01 10:45:55,2022-08-01 10:45:52,2022-07-30 11:42:10,113.99736000000001,22.610682999999998,9,195,42170.1,2,0,13,0,POINT (113.99736 22.610683),2_13
8330,2022-08-01 10:45:54,2022-08-01 10:45:55,2022-08-01 10:45:54,2022-08-01 06:51:48,113.991371,22.603494,17,276,70677.3,1,1,13,170,POINT (113.991371 22.603494),1_13
8330,2022-08-01 10:45:54,2022-08-01 10:45:55,2022-08-01 10:45:54,2022-08-01 06:51:48,113.991371,22.603494,17,276,70677.3,1,1,13,170,POINT (113.991371 22.603494),1_13
